,CODDEPTO,DEPARTAMENTO,CODMPIO,ENTIDAD,IPM,AÑO
0,86,PUTUMAYO,86000,PUTUMAYO,39.11,2018
1,54,NORTE DE SANTANDER,54172,CHINÁCOTA,30.3,2018
2,73,TOLIMA,73067,ATACO,64.0,2018
3,52,NARIÑO,52885,YACUANQUER,44.2,2018
4,68,SANTANDER,68705,SANTA BÁRBARA,53.8,2018
5,54,NORTE DE SANTANDER,54051,ARBOLEDAS,53.5,2018
6,85,CASANARE,85410,TAURAMENA,27.2,2018
7,68,SANTANDER,68780,SURATÁ,44.2,2018
8,73,TOLIMA,73152,CASABIANCA,43.8,2018
9,86,PUTUMAYO,86568,PUERTO ASÍS,44.1,2018
10,73,TOLIMA,73226,CUNDAY,40.8,2018
11,85,CASANARE,85325,SAN LUIS DE PALENQUE,37.0,2018
12,68,SANTANDER,68745,SIMACOTA,44.5,2018
13,85,CASANARE,85430,TRINIDAD,38.7,2018
14,52,NARIÑO,52838,TÚQUERRES,32.5,2018
15,54,NORTE DE SANTANDER,54206,CONVENCIÓN,64.0,2018
16,68,SANTANDER,68770,SUAITA,37.8,2018
17,85,CASANARE,85279,RECETOR,39.3,2018
18,73,TOLIMA,73168,CHAPARRAL,39.7,2018
19,68,SANTANDER,68861,VÉLEZ,32.3,2018
20,54,NORTE DE SANTANDER,54125,CÁCOTA,48.9,2018
21,54,NORTE DE SANTANDER,54250,EL TARRA,71.2,2018
22,85,CASANARE,85300,SABANALARGA,34.2,2018
23,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,47.9,2018
24,54,NORTE DE SANTANDER,54174,CHITAGÁ,54.8,2018
25,68,SANTANDER,68773,SUCRE,47.1,2018
26,68,SANTANDER,68820,TONA,45.8,2018
27,86,PUTUMAYO,86219,COLÓN,22.6,2018
28,85,CASANARE,85400,TÁMARA,55.0,2018
29,54,NORTE DE SANTANDER,54001,CÚCUTA,25.7,2018
30,85,CASANARE,85315,SÁCAMA,32.5,2018
31,54,NORTE DE SANTANDER,54239,DURANIA,44.5,2018
32,54,NORTE DE SANTANDER,54109,BUCARASICA,67.9,2018
33,54,NORTE DE SANTANDER,54003,ÁBREGO,55.8,2018
34,68,SANTANDER,68855,VALLE DE SAN JOSÉ,36.6,2018
35,73,TOLIMA,73200,COELLO,35.8,2018
36,85,CASANARE,85440,VILLANUEVA,24.6,2018
37,73,TOLIMA,73148,CARMEN DE APICALÁ,20.7,2018
38,73,TOLIMA,73124,CAJAMARCA,36.2,2018
39,54,NORTE DE SANTANDER,54128,CACHIRÁ,56.4,2018
40,54,NORTE DE SANTANDER,54245,EL CARMEN,68.9,2018
41,68,SANTANDER,68755,SOCORRO,15.1,2018
42,86,PUTUMAYO,86001,MOCOA,24.8,2018
43,54,NORTE DE SANTANDER,54000,NORTE DE SANTANDER,33.97,2018
44,86,PUTUMAYO,86320,ORITO,39.8,2018
45,54,NORTE DE SANTANDER,54099,BOCHALEMA,36.3,2018
46,73,TOLIMA,73217,COYAIMA,62.1,2018
47,54,NORTE DE SANTANDER,54223,CUCUTILLA,71.1,2018
48,76,VALLE DEL CAUCA,76001,CALI,11.9,2018
49,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,53.7,2018
50,97,VAUPÉS,97000,VAUPÉS,78.82,2018
51,70,SUCRE,70418,LOS PALMITOS,41.6,2018
52,52,NARIÑO,52411,LINARES,32.9,2018
53,95,GUAVIARE,95200,MIRAFLORES,66.7,2018
54,52,NARIÑO,52418,LOS ANDES,44.9,2018
55,70,SUCRE,70400,LA UNIÓN,55.8,2018
56,70,SUCRE,70742,SAN LUIS DE SINCÉ,51.1,2018
57,95,GUAVIARE,95025,EL RETORNO,51.5,2018
58,52,NARIÑO,52427,MAGÜI,85.3,2018
59,70,SUCRE,70265,GUARANDA,66.1,2018
60,52,NARIÑO,52405,LEIVA,55.3,2018
61,52,NARIÑO,52435,MALLAMA,39.0,2018
62,70,SUCRE,70771,SUCRE,63.4,2018
63,52,NARIÑO,52473,MOSQUERA,70.2,2018
64,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,42.1,2018
65,70,SUCRE,70235,GALERAS,46.1,2018
66,52,NARIÑO,52480,NARIÑO,40.8,2018
67,95,GUAVIARE,95000,GUAVIARE,46.83,2018
68,52,NARIÑO,52490,OLAYA HERRERA,75.9,2018
69,70,SUCRE,70820,SANTIAGO DE TOLÚ,42.7,2018
70,70,SUCRE,70233,EL ROBLE,64.3,2018
71,52,NARIÑO,52506,OSPINA,28.9,2018
72,95,GUAVIARE,95015,CALAMAR,58.0,2018
73,94,GUAINÍA,94001,INÍRIDA,67.2,2018
74,70,SUCRE,70717,SAN PEDRO,47.1,2018
75,97,VAUPÉS,97001,MITÚ,74.8,2018
76,99,VICHADA,99624,SANTA ROSALÍA,56.8,2018
77,52,NARIÑO,52323,GUALMATÁN,30.9,2018
78,70,SUCRE,70670,SAMPUÉS,56.9,2018
79,52,NARIÑO,52352,ILES,43.6,2018
80,99,VICHADA,99524,LA PRIMAVERA,63.2,2018
81,70,SUCRE,70702,SAN JUAN DE BETULIA,44.8,2018
82,52,NARIÑO,52354,IMUÉS,40.2,2018
83,70,SUCRE,70523,PALMITO,65.1,2018
84,99,VICHADA,99001,PUERTO CARREÑO,55.7,2018
85,52,NARIÑO,52356,IPIALES,23.4,2018
86,52,NARIÑO,52399,LA UNIÓN,48.6,2018
87,99,VICHADA,99000,VICHADA,76.65,2018
88,70,SUCRE,70508,OVEJAS,51.5,2018
89,70,SUCRE,70708,SAN MARCOS,59.1,2018
90,52,NARIÑO,52381,LA FLORIDA,59.0,2018
91,97,VAUPÉS,97666,TARAIRA,85.6,2018
92,70,SUCRE,70473,MORROA,42.8,2018
93,52,NARIÑO,52385,LA LLANADA,33.6,2018
94,97,VAUPÉS,97161,CARURÚ,81.1,2018
95,70,SUCRE,70713,SAN ONOFRE,69.0,2018
96,52,NARIÑO,52390,LA TOLA,73.9,2018
97,70,SUCRE,70429,MAJAGUAL,64.4,2018
98,52,NARIÑO,52378,LA CRUZ,27.8,2018
99,52,NARIÑO,52520,FRANCISCO PIZARRO,69.5,2018
100,70,SUCRE,70230,CHALÁN,73.9,2018
101,94,GUAINÍA,94000,GUAINÍA,73.69,2018
102,70,SUCRE,70001,SINCELEJO,30.4,2018
103,52,NARIÑO,52687,SAN LORENZO,55.3,2018
104,86,PUTUMAYO,86760,SANTIAGO,37.2,2018
105,52,NARIÑO,52693,SAN PABLO,41.1,2018
106,73,TOLIMA,73030,AMBALEMA,32.9,2018
107,86,PUTUMAYO,86757,SAN MIGUEL,48.5,2018
108,70,SUCRE,70000,SUCRE,46.03,2018
109,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,54.6,2018
110,86,PUTUMAYO,86755,SAN FRANCISCO,23.5,2018
111,52,NARIÑO,52696,SANTA BÁRBARA,75.1,2018
112,73,TOLIMA,73026,ALVARADO,38.8,2018
113,68,SANTANDER,68895,ZAPATOCA,26.9,2018
114,52,NARIÑO,52699,SANTACRUZ,65.1,2018
115,86,PUTUMAYO,86749,SIBUNDOY,23.0,2018
116,52,NARIÑO,52720,SAPUYES,43.0,2018
117,68,SANTANDER,68872,VILLANUEVA,27.5,2018
118,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,53.6,2018
119,52,NARIÑO,52786,TAMINANGO,36.1,2018
120,73,TOLIMA,73055,ARMERO,27.3,2018
121,86,PUTUMAYO,86571,PUERTO GUZMÁN,62.2,2018
122,52,NARIÑO,52788,TANGUA,46.0,2018
123,68,SANTANDER,68867,VETAS,31.9,2018
124,73,TOLIMA,73043,ANZOÁTEGUI,55.8,2018
125,52,NARIÑO,52685,SAN BERNARDO,59.4,2018
126,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,41.0,2018
127,70,SUCRE,70110,BUENAVISTA,49.1,2018
128,70,SUCRE,70823,TOLÚ VIEJO,45.8,2018
129,52,NARIÑO,52540,POLICARPA,38.7,2018
130,91,AMAZONAS,91540,PUERTO NARIÑO,70.4,2018
131,52,NARIÑO,52560,POTOSÍ,27.5,2018
132,70,SUCRE,70221,COVEÑAS,45.0,2018
133,73,TOLIMA,73000,TOLIMA,27.6,2018
134,52,NARIÑO,52565,PROVIDENCIA,55.3,2018
135,91,AMAZONAS,91001,LETICIA,48.4,2018
136,70,SUCRE,70215,COROZAL,34.5,2018
137,52,NARIÑO,52573,PUERRES,32.7,2018
138,91,AMAZONAS,91000,AMAZONAS,59.14,2018
139,52,NARIÑO,52585,PUPIALES,32.2,2018
140,73,TOLIMA,73001,IBAGUÉ,14.8,2018
141,70,SUCRE,70204,COLOSÓ,59.6,2018
142,88,SAN ANDRÉS Y PROVIDENCIA,88564,PROVIDENCIA,13.7,2018
143,52,NARIÑO,52612,RICAURTE,71.9,2018
144,52,NARIÑO,52621,ROBERTO PAYÁN,81.0,2018
145,88,SAN ANDRÉS Y PROVIDENCIA,88000,SAN ANDRÉS Y PROVIDENCIA,16.49,2018
146,70,SUCRE,70124,CAIMITO,58.7,2018
147,73,TOLIMA,73024,ALPUJARRA,30.9,2018
148,52,NARIÑO,52678,SAMANIEGO,47.7,2018
149,86,PUTUMAYO,86885,VILLAGARZÓN,37.1,2018
150,52,NARIÑO,52683,SANDONÁ,28.9,2018
151,86,PUTUMAYO,86569,PUERTO CAICEDO,38.9,2018
152,54,NORTE DE SANTANDER,54261,EL ZULIA,41.9,2018
153,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,42.9,2018
154,85,CASANARE,85263,PORE,45.2,2018
155,76,VALLE DEL CAUCA,76377,LA CUMBRE,25.3,2018
156,68,SANTANDER,68370,JORDÁN,53.7,2018
157,66,RISARALDA,66687,SANTUARIO,39.9,2018
158,73,TOLIMA,73622,RONCESVALLES,42.0,2018
159,76,VALLE DEL CAUCA,76364,JAMUNDÍ,14.9,2018
160,68,SANTANDER,68000,SANTANDER,22.38,2018
161,68,SANTANDER,68368,JESÚS MARÍA,40.8,2018
162,76,VALLE DEL CAUCA,76318,GUACARÍ,16.0,2018
163,68,SANTANDER,68001,BUCARAMANGA,14.2,2018
164,73,TOLIMA,73624,ROVIRA,47.0,2018
165,68,SANTANDER,68013,AGUADA,41.8,2018
166,66,RISARALDA,66682,SANTA ROSA DE CABAL,21.2,2018
167,76,VALLE DEL CAUCA,76306,GINEBRA,14.7,2018
168,68,SANTANDER,68020,ALBANIA,48.1,2018
169,76,VALLE DEL CAUCA,76275,FLORIDA,18.9,2018
170,73,TOLIMA,73671,SALDAÑA,36.3,2018
171,68,SANTANDER,68051,ARATOCA,40.6,2018
172,68,SANTANDER,68327,GÜEPSA,29.6,2018
173,76,VALLE DEL CAUCA,76250,EL DOVIO,37.2,2018
174,68,SANTANDER,68077,BARBOSA,21.6,2018
175,68,SANTANDER,68324,GUAVATÁ,40.4,2018
176,68,SANTANDER,68079,BARICHARA,28.5,2018
177,76,VALLE DEL CAUCA,76248,EL CERRITO,15.2,2018
178,73,TOLIMA,73675,SAN ANTONIO,53.7,2018
179,68,SANTANDER,68344,HATO,46.9,2018
180,68,SANTANDER,68081,BARRANCABERMEJA,26.4,2018
181,68,SANTANDER,68377,LA BELLEZA,36.1,2018
182,76,VALLE DEL CAUCA,76400,LA UNIÓN,22.5,2018
183,66,RISARALDA,66075,BALBOA,31.6,2018
184,68,SANTANDER,68425,MACARAVITA,50.3,2018
185,76,VALLE DEL CAUCA,76616,RIOFRÍO,23.2,2018
186,66,RISARALDA,66088,BELÉN DE UMBRÍA,35.6,2018
187,73,TOLIMA,73555,PLANADAS,55.4,2018
188,68,SANTANDER,68418,LOS SANTOS,44.6,2018
189,66,RISARALDA,66170,DOSQUEBRADAS,13.7,2018
190,76,VALLE DEL CAUCA,76606,RESTREPO,20.7,2018
191,66,RISARALDA,66318,GUÁTICA,36.5,2018
192,76,VALLE DEL CAUCA,76563,PRADERA,24.8,2018
193,68,SANTANDER,68406,LEBRIJA,27.0,2018
194,66,RISARALDA,66594,QUINCHÍA,41.4,2018
195,66,RISARALDA,66383,LA CELIA,37.5,2018
196,76,VALLE DEL CAUCA,76520,PALMIRA,11.5,2018
197,66,RISARALDA,66400,LA VIRGINIA,19.0,2018
198,68,SANTANDER,68397,LA PAZ,36.1,2018
199,66,RISARALDA,66440,MARSELLA,33.3,2018
200,76,VALLE DEL CAUCA,76497,OBANDO,31.2,2018
201,73,TOLIMA,73585,PURIFICACIÓN,32.6,2018
202,66,RISARALDA,66456,MISTRATÓ,65.3,2018
203,68,SANTANDER,68385,LANDÁZURI,49.1,2018
204,76,VALLE DEL CAUCA,76403,LA VICTORIA,22.9,2018
205,66,RISARALDA,66572,PUEBLO RICO,70.5,2018
206,73,TOLIMA,73616,RIOBLANCO,60.5,2018
207,73,TOLIMA,73563,PRADO,36.6,2018
208,76,VALLE DEL CAUCA,76622,ROLDANILLO,16.5,2018
209,76,VALLE DEL CAUCA,76246,EL CAIRO,35.8,2018
210,68,SANTANDER,68092,BETULIA,43.9,2018
211,73,TOLIMA,73861,VENADILLO,36.3,2018
212,68,SANTANDER,68179,CHIPATÁ,42.8,2018
213,76,VALLE DEL CAUCA,76109,BUENAVENTURA,41.0,2018
214,68,SANTANDER,68271,FLORIÁN,56.0,2018
215,68,SANTANDER,68190,CIMITARRA,36.0,2018
216,76,VALLE DEL CAUCA,76100,BOLÍVAR,29.7,2018
217,73,TOLIMA,73870,VILLAHERMOSA,51.3,2018
218,68,SANTANDER,68207,CONCEPCIÓN,36.2,2018
219,68,SANTANDER,68266,ENCISO,35.3,2018
220,76,VALLE DEL CAUCA,76054,ARGELIA,36.2,2018
221,68,SANTANDER,68209,CONFINES,32.6,2018
222,68,SANTANDER,68176,CHIMA,45.2,2018
223,68,SANTANDER,68264,ENCINO,32.0,2018
224,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,31.3,2018
225,73,TOLIMA,73873,VILLARRICA,38.4,2018
226,68,SANTANDER,68217,COROMORO,53.6,2018
227,76,VALLE DEL CAUCA,76036,ANDALUCÍA,15.3,2018
228,68,SANTANDER,68255,EL PLAYÓN,45.7,2018
229,68,SANTANDER,68229,CURITÍ,35.7,2018
230,76,VALLE DEL CAUCA,76000,VALLE DEL CAUCA,16.35,2018
231,76,VALLE DEL CAUCA,76020,ALCALÁ,31.9,2018
232,68,SANTANDER,68235,EL CARMEN DE CHUCURÍ,58.9,2018
233,68,SANTANDER,68250,EL PEÑÓN,57.8,2018
234,68,SANTANDER,68245,EL GUACAMAYO,33.0,2018
235,68,SANTANDER,68211,CONTRATACIÓN,29.2,2018
236,68,SANTANDER,68322,GUAPOTÁ,31.4,2018
237,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,12.3,2018
238,68,SANTANDER,68169,CHARTA,35.1,2018
239,76,VALLE DEL CAUCA,76243,EL ÁGUILA,43.5,2018
240,73,TOLIMA,73678,SAN LUIS,39.4,2018
241,68,SANTANDER,68101,BOLÍVAR,45.5,2018
242,68,SANTANDER,68320,GUADALUPE,39.1,2018
243,76,VALLE DEL CAUCA,76233,DAGUA,28.4,2018
244,68,SANTANDER,68121,CABRERA,34.0,2018
245,73,TOLIMA,73686,SANTA ISABEL,50.9,2018
246,68,SANTANDER,68132,CALIFORNIA,21.2,2018
247,76,VALLE DEL CAUCA,76147,CARTAGO,16.6,2018
248,68,SANTANDER,68318,GUACA,60.3,2018
249,68,SANTANDER,68147,CAPITANEJO,35.7,2018
250,68,SANTANDER,68276,FLORIDABLANCA,11.0,2018
251,76,VALLE DEL CAUCA,76130,CANDELARIA,15.5,2018
252,68,SANTANDER,68307,GIRÓN,16.5,2018
253,73,TOLIMA,73770,SUÁREZ,34.3,2018
254,76,VALLE DEL CAUCA,76126,CALIMA,25.7,2018
255,68,SANTANDER,68160,CEPITÁ,32.0,2018
256,68,SANTANDER,68298,GÁMBITA,51.1,2018
257,68,SANTANDER,68162,CERRITO,41.9,2018
258,76,VALLE DEL CAUCA,76122,CAICEDONIA,24.6,2018
259,68,SANTANDER,68296,GALÁN,41.9,2018
260,68,SANTANDER,68167,CHARALÁ,26.9,2018
261,73,TOLIMA,73854,VALLE DE SAN JUAN,40.4,2018
262,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,25.8,2018
263,68,SANTANDER,68152,CARCASÍ,60.8,2018
264,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,34.9,2018
265,73,TOLIMA,73547,PIEDRAS,27.2,2018
266,68,SANTANDER,68432,MÁLAGA,19.3,2018
267,73,TOLIMA,73283,FRESNO,33.6,2018
268,85,CASANARE,85015,CHÁMEZA,36.0,2018
269,54,NORTE DE SANTANDER,54520,PAMPLONITA,41.7,2018
270,68,SANTANDER,68655,SABANA DE TORRES,36.6,2018
271,85,CASANARE,85010,AGUAZUL,27.0,2018
272,73,TOLIMA,73319,GUAMO,32.2,2018
273,54,NORTE DE SANTANDER,54599,RAGONVALIA,41.4,2018
274,85,CASANARE,85001,YOPAL,22.9,2018
275,68,SANTANDER,68615,RIONEGRO,37.8,2018
276,54,NORTE DE SANTANDER,54660,SALAZAR,48.8,2018
277,85,CASANARE,85000,CASANARE,29.91,2018
278,54,NORTE DE SANTANDER,54518,PAMPLONA,20.5,2018
279,73,TOLIMA,73347,HERVEO,54.0,2018
280,68,SANTANDER,68575,PUERTO WILCHES,40.3,2018
281,81,ARAUCA,81794,TAME,41.9,2018
282,54,NORTE DE SANTANDER,54673,SAN CAYETANO,37.6,2018
283,68,SANTANDER,68573,PUERTO PARRA,36.1,2018
284,54,NORTE DE SANTANDER,54680,SANTIAGO,48.1,2018
285,81,ARAUCA,81736,SARAVENA,39.4,2018
286,73,TOLIMA,73349,HONDA,25.8,2018
287,54,NORTE DE SANTANDER,54720,SARDINATA,53.8,2018
288,81,ARAUCA,81591,PUERTO RONDÓN,45.0,2018
289,68,SANTANDER,68572,PUENTE NACIONAL,26.4,2018
290,54,NORTE DE SANTANDER,54743,SILOS,46.6,2018
291,54,NORTE DE SANTANDER,54670,SAN CALIXTO,73.5,2018
292,73,TOLIMA,73352,ICONONZO,33.7,2018
293,68,SANTANDER,68669,SAN ANDRÉS,42.4,2018
294,54,NORTE DE SANTANDER,54498,OCAÑA,31.4,2018
295,54,NORTE DE SANTANDER,54313,GRAMALOTE,42.3,2018
296,73,TOLIMA,73236,DOLORES,32.8,2018
297,68,SANTANDER,68686,SAN MIGUEL,33.6,2018
298,54,NORTE DE SANTANDER,54344,HACARÍ,73.4,2018
299,85,CASANARE,85250,PAZ DE ARIPORO,37.8,2018
300,54,NORTE DE SANTANDER,54347,HERRÁN,52.4,2018
301,85,CASANARE,85230,OROCUÉ,45.8,2018
302,68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,47.6,2018
303,54,NORTE DE SANTANDER,54377,LABATECA,41.3,2018
304,73,TOLIMA,73268,ESPINAL,19.2,2018
305,85,CASANARE,85225,NUNCHÍA,56.4,2018
306,85,CASANARE,85125,HATO COROZAL,56.1,2018
307,54,NORTE DE SANTANDER,54385,LA ESPERANZA,57.1,2018
308,54,NORTE DE SANTANDER,54398,LA PLAYA,67.9,2018
309,85,CASANARE,85162,MONTERREY,27.5,2018
310,73,TOLIMA,73270,FALAN,39.3,2018
311,54,NORTE DE SANTANDER,54405,LOS PATIOS,21.4,2018
312,68,SANTANDER,68679,SAN GIL,13.7,2018
313,85,CASANARE,85139,MANÍ,30.3,2018
314,54,NORTE DE SANTANDER,54418,LOURDES,45.3,2018
315,73,TOLIMA,73275,FLANDES,17.4,2018
316,85,CASANARE,85136,LA SALINA,48.1,2018
317,54,NORTE DE SANTANDER,54480,MUTISCUA,42.2,2018
318,68,SANTANDER,68673,SAN BENITO,49.8,2018
319,68,SANTANDER,68682,SAN JOAQUÍN,41.4,2018
320,66,RISARALDA,66045,APÍA,33.6,2018
321,81,ARAUCA,81300,FORTUL,48.3,2018
322,68,SANTANDER,68549,PINCHOTE,23.8,2018
323,68,SANTANDER,68500,OIBA,31.8,2018
324,73,TOLIMA,73461,MURILLO,50.4,2018
325,76,VALLE DEL CAUCA,76863,VERSALLES,30.6,2018
326,63,QUINDÍO,63302,GÉNOVA,33.1,2018
327,68,SANTANDER,68498,OCAMONTE,38.6,2018
328,63,QUINDÍO,63401,LA TEBAIDA,27.4,2018
329,76,VALLE DEL CAUCA,76845,ULLOA,24.2,2018
330,73,TOLIMA,73483,NATAGAIMA,42.1,2018
331,63,QUINDÍO,63470,MONTENEGRO,25.8,2018
332,76,VALLE DEL CAUCA,76834,TULUÁ,13.7,2018
333,68,SANTANDER,68468,MOLAGAVITA,51.9,2018
334,63,QUINDÍO,63272,FILANDIA,18.1,2018
335,63,QUINDÍO,63548,PIJAO,28.8,2018
336,63,QUINDÍO,63594,QUIMBAYA,22.0,2018
337,73,TOLIMA,73504,ORTEGA,51.3,2018
338,68,SANTANDER,68464,MOGOTES,49.4,2018
339,76,VALLE DEL CAUCA,76823,TORO,32.1,2018
340,63,QUINDÍO,63690,SALENTO,19.7,2018
341,68,SANTANDER,68444,MATANZA,38.2,2018
342,76,VALLE DEL CAUCA,76736,SEVILLA,27.4,2018
343,66,RISARALDA,66000,RISARALDA,20.12,2018
344,73,TOLIMA,73520,PALOCABILDO,45.5,2018
345,66,RISARALDA,66001,PEREIRA,15.1,2018
346,76,VALLE DEL CAUCA,76670,SAN PEDRO,18.0,2018
347,76,VALLE DEL CAUCA,76828,TRUJILLO,34.9,2018
348,54,NORTE DE SANTANDER,54800,TEORAMA,67.1,2018
349,76,VALLE DEL CAUCA,76869,VIJES,19.0,2018
350,68,SANTANDER,68502,ONZAGA,55.1,2018
351,54,NORTE DE SANTANDER,54810,TIBÚ,57.6,2018
352,81,ARAUCA,81220,CRAVO NORTE,48.8,2018
353,73,TOLIMA,73408,LÉRIDA,28.1,2018
354,54,NORTE DE SANTANDER,54820,TOLEDO,50.1,2018
355,68,SANTANDER,68547,PIEDECUESTA,16.2,2018
356,81,ARAUCA,81065,ARAUQUITA,49.2,2018
357,54,NORTE DE SANTANDER,54871,VILLA CARO,64.8,2018
358,81,ARAUCA,81001,ARAUCA,38.6,2018
359,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,24.6,2018
360,68,SANTANDER,68533,PÁRAMO,31.5,2018
361,73,TOLIMA,73411,LÍBANO,33.4,2018
362,63,QUINDÍO,63212,CÓRDOBA,30.7,2018
363,63,QUINDÍO,63000,QUINDÍO,18.2,2018
364,68,SANTANDER,68524,PALMAS DEL SOCORRO,27.3,2018
365,63,QUINDÍO,63001,ARMENIA,14.4,2018
366,76,VALLE DEL CAUCA,76895,ZARZAL,17.2,2018
367,73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,27.1,2018
